order_id,date_raw,order_date,date_format_source,order_year,order_month,order_month_start,order_month_name,order_day_name,item_name,item_type,item_price,quantity,transaction_amount,expected_transaction_amount,transaction_amount_matches_expected,transaction_type,missing_transaction_type_flag,received_by,received_by_is_ambiguous_flag,time_of_sale,parsed_date_missing_flag,duplicate_order_id_flag,has_any_quality_flag
276,9/30/2022,2022-09-30,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Friday,Sugarcane juice,Beverages,25,6,150,150,True,Cash,False,Mr.,True,Midnight,False,False,False
277,12-08-2022,2022-08-12,dd-mm-yyyy,2022,2022-08,2022-08-01,Aug 2022,Friday,Cold coffee,Beverages,40,13,520,520,True,Cash,False,Mrs.,True,Midnight,False,False,False
278,6/19/2022,2022-06-19,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Sunday,Frankie,Fastfood,50,6,300,300,True,Online,False,Mrs.,True,Night,False,False,False
279,9/14/2022,2022-09-14,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Wednesday,Vadapav,Fastfood,20,15,300,300,True,Cash,False,Mrs.,True,Afternoon,False,False,False
280,10-09-2022,2022-09-10,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Saturday,Panipuri,Fastfood,20,14,280,280,True,Online,False,Mrs.,True,Evening,False,False,False
281,08-09-2022,2022-09-08,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Thursday,Sandwich,Fastfood,60,3,180,180,True,Cash,False,Mrs.,True,Afternoon,False,False,False
282,5/16/2022,2022-05-16,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Monday,Vadapav,Fastfood,20,13,260,260,True,Unknown,True,Mrs.,True,Morning,False,False,True
283,07-02-2022,2022-02-07,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Monday,Panipuri,Fastfood,20,2,40,40,True,Cash,False,Mrs.,True,Midnight,False,False,False
284,1/29/2023,2023-01-29,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Sunday,Frankie,Fastfood,50,7,350,350,True,Unknown,True,Mr.,True,Afternoon,False,False,True
285,6/28/2022,2022-06-28,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Tuesday,Aalopuri,Fastfood,20,3,60,60,True,Unknown,True,Mr.,True,Night,False,False,True
286,12/14/2022,2022-12-14,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Wednesday,Vadapav,Fastfood,20,6,120,120,True,Unknown,True,Mr.,True,Night,False,False,True
287,08-06-2022,2022-06-08,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Wednesday,Aalopuri,Fastfood,20,3,60,60,True,Cash,False,Mr.,True,Morning,False,False,False
288,8/22/2022,2022-08-22,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Monday,Sandwich,Fastfood,60,7,420,420,True,Cash,False,Mr.,True,Night,False,False,False
289,11/28/2022,2022-11-28,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Monday,Aalopuri,Fastfood,20,7,140,140,True,Online,False,Mrs.,True,Midnight,False,False,False
290,05-03-2022,2022-03-05,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Saturday,Panipuri,Fastfood,20,7,140,140,True,Cash,False,Mrs.,True,Morning,False,False,False
291,1/27/2023,2023-01-27,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Friday,Frankie,Fastfood,50,8,400,400,True,Online,False,Mrs.,True,Night,False,False,False
292,1/16/2023,2023-01-16,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Monday,Frankie,Fastfood,50,2,100,100,True,Cash,False,Mrs.,True,Midnight,False,False,False
293,4/21/2022,2022-04-21,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Thursday,Panipuri,Fastfood,20,8,160,160,True,Online,False,Mrs.,True,Morning,False,False,False
294,9/23/2022,2022-09-23,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Friday,Aalopuri,Fastfood,20,1,20,20,True,Cash,False,Mrs.,True,Evening,False,False,False
295,7/21/2022,2022-07-21,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Thursday,Sandwich,Fastfood,60,7,420,420,True,Cash,False,Mr.,True,Midnight,False,False,False
296,02-06-2023,2023-06-02,dd-mm-yyyy,2023,2023-06,2023-06-01,Jun 2023,Friday,Panipuri,Fastfood,20,7,140,140,True,Cash,False,Mrs.,True,Afternoon,False,False,False
297,4/30/2022,2022-04-30,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Saturday,Sandwich,Fastfood,60,10,600,600,True,Online,False,Mr.,True,Evening,False,False,False
298,7/19/2022,2022-07-19,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Tuesday,Sugarcane juice,Beverages,25,9,225,225,True,Cash,False,Mrs.,True,Afternoon,False,False,False
299,7/22/2022,2022-07-22,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Friday,Aalopuri,Fastfood,20,1,20,20,True,Online,False,Mrs.,True,Evening,False,False,False
300,6/27/2022,2022-06-27,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Monday,Aalopuri,Fastfood,20,8,160,160,True,Cash,False,Mr.,True,Afternoon,False,False,False
301,1/28/2023,2023-01-28,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Saturday,Panipuri,Fastfood,20,7,140,140,True,Cash,False,Mr.,True,Night,False,False,False
302,3/21/2023,2023-03-21,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Tuesday,Aalopuri,Fastfood,20,14,280,280,True,Cash,False,Mr.,True,Night,False,False,False
303,07-02-2022,2022-02-07,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Monday,Sugarcane juice,Beverages,25,1,25,25,True,Cash,False,Mrs.,True,Midnight,False,False,False
304,5/28/2022,2022-05-28,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Saturday,Vadapav,Fastfood,20,15,300,300,True,Online,False,Mr.,True,Morning,False,False,False
305,03-05-2023,2023-05-03,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Wednesday,Panipuri,Fastfood,20,4,80,80,True,Unknown,True,Mrs.,True,Morning,False,False,True
306,03-03-2023,2023-03-03,dd-mm-yyyy,2023,2023-03,2023-03-01,Mar 2023,Friday,Cold coffee,Beverages,40,8,320,320,True,Online,False,Mrs.,True,Morning,False,False,False
307,2/13/2023,2023-02-13,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Monday,Vadapav,Fastfood,20,8,160,160,True,Cash,False,Mr.,True,Evening,False,False,False
308,12/17/2022,2022-12-17,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Saturday,Sandwich,Fastfood,60,13,780,780,True,Online,False,Mr.,True,Evening,False,False,False
309,10/14/2022,2022-10-14,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Friday,Sandwich,Fastfood,60,8,480,480,True,Online,False,Mr.,True,Evening,False,False,False
310,4/25/2022,2022-04-25,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Monday,Vadapav,Fastfood,20,4,80,80,True,Cash,False,Mr.,True,Afternoon,False,False,False
311,7/31/2022,2022-07-31,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Sunday,Frankie,Fastfood,50,7,350,350,True,Unknown,True,Mrs.,True,Morning,False,False,True
312,12/28/2022,2022-12-28,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Wednesday,Cold coffee,Beverages,40,1,40,40,True,Cash,False,Mrs.,True,Night,False,False,False
313,4/19/2022,2022-04-19,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Cold coffee,Beverages,40,1,40,40,True,Cash,False,Mr.,True,Midnight,False,False,False
314,2/27/2023,2023-02-27,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Monday,Frankie,Fastfood,50,8,400,400,True,Online,False,Mrs.,True,Morning,False,False,False
315,2/20/2023,2023-02-20,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Monday,Cold coffee,Beverages,40,13,520,520,True,Online,False,Mrs.,True,Afternoon,False,False,False
316,11-02-2022,2022-02-11,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Friday,Frankie,Fastfood,50,4,200,200,True,Online,False,Mr.,True,Morning,False,False,False
317,03-10-2023,2023-10-03,dd-mm-yyyy,2023,2023-10,2023-10-01,Oct 2023,Tuesday,Aalopuri,Fastfood,20,12,240,240,True,Online,False,Mrs.,True,Afternoon,False,False,False
318,12/21/2022,2022-12-21,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Wednesday,Aalopuri,Fastfood,20,10,200,200,True,Online,False,Mrs.,True,Midnight,False,False,False
319,6/30/2022,2022-06-30,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Thursday,Frankie,Fastfood,50,15,750,750,True,Cash,False,Mr.,True,Afternoon,False,False,False
320,3/18/2023,2023-03-18,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Saturday,Sugarcane juice,Beverages,25,7,175,175,True,Cash,False,Mrs.,True,Afternoon,False,False,False
321,02-08-2023,2023-08-02,dd-mm-yyyy,2023,2023-08,2023-08-01,Aug 2023,Wednesday,Frankie,Fastfood,50,12,600,600,True,Cash,False,Mrs.,True,Evening,False,False,False
322,05-05-2022,2022-05-05,dd-mm-yyyy,2022,2022-05,2022-05-01,May 2022,Thursday,Cold coffee,Beverages,40,11,440,440,True,Cash,False,Mr.,True,Morning,False,False,False
323,12/29/2022,2022-12-29,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Thursday,Aalopuri,Fastfood,20,4,80,80,True,Cash,False,Mr.,True,Morning,False,False,False
324,7/18/2022,2022-07-18,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Monday,Sugarcane juice,Beverages,25,15,375,375,True,Online,False,Mrs.,True,Night,False,False,False
325,03-02-2023,2023-02-03,dd-mm-yyyy,2023,2023-02,2023-02-01,Feb 2023,Friday,Aalopuri,Fastfood,20,12,240,240,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
326,05-03-2022,2022-03-05,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Saturday,Sandwich,Fastfood,60,8,480,480,True,Cash,False,Mr.,True,Evening,False,False,False
327,11/29/2022,2022-11-29,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Tuesday,Frankie,Fastfood,50,15,750,750,True,Cash,False,Mrs.,True,Midnight,False,False,False
328,6/16/2022,2022-06-16,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Thursday,Vadapav,Fastfood,20,3,60,60,True,Online,False,Mr.,True,Evening,False,False,False
329,01-10-2023,2023-10-01,dd-mm-yyyy,2023,2023-10,2023-10-01,Oct 2023,Sunday,Panipuri,Fastfood,20,7,140,140,True,Online,False,Mrs.,True,Afternoon,False,False,False
330,9/22/2022,2022-09-22,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Thursday,Panipuri,Fastfood,20,8,160,160,True,Unknown,True,Mr.,True,Morning,False,False,True
331,8/21/2022,2022-08-21,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Sunday,Panipuri,Fastfood,20,4,80,80,True,Online,False,Mrs.,True,Evening,False,False,False
332,2/17/2023,2023-02-17,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Friday,Aalopuri,Fastfood,20,2,40,40,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
333,10/30/2022,2022-10-30,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Sunday,Sugarcane juice,Beverages,25,11,275,275,True,Cash,False,Mrs.,True,Afternoon,False,False,False
334,04-04-2022,2022-04-04,dd-mm-yyyy,2022,2022-04,2022-04-01,Apr 2022,Monday,Cold coffee,Beverages,40,4,160,160,True,Cash,False,Mrs.,True,Evening,False,False,False
335,10/24/2022,2022-10-24,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Monday,Cold coffee,Beverages,40,11,440,440,True,Cash,False,Mr.,True,Night,False,False,False
336,09-03-2022,2022-03-09,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Wednesday,Sugarcane juice,Beverages,25,13,325,325,True,Unknown,True,Mrs.,True,Midnight,False,False,True
337,10/15/2022,2022-10-15,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Saturday,Aalopuri,Fastfood,20,14,280,280,True,Online,False,Mrs.,True,Midnight,False,False,False
338,05-06-2022,2022-06-05,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Sunday,Sugarcane juice,Beverages,25,12,300,300,True,Cash,False,Mr.,True,Morning,False,False,False
339,2/16/2023,2023-02-16,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Thursday,Sugarcane juice,Beverages,25,1,25,25,True,Unknown,True,Mrs.,True,Midnight,False,False,True
340,06-02-2022,2022-02-06,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Sunday,Cold coffee,Beverages,40,4,160,160,True,Cash,False,Mrs.,True,Evening,False,False,False
341,3/19/2023,2023-03-19,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Sunday,Frankie,Fastfood,50,9,450,450,True,Cash,False,Mrs.,True,Evening,False,False,False
342,03-11-2023,2023-11-03,dd-mm-yyyy,2023,2023-11,2023-11-01,Nov 2023,Friday,Vadapav,Fastfood,20,7,140,140,True,Online,False,Mr.,True,Afternoon,False,False,False
343,1/18/2023,2023-01-18,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Wednesday,Sugarcane juice,Beverages,25,5,125,125,True,Cash,False,Mr.,True,Afternoon,False,False,False
344,5/13/2022,2022-05-13,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Friday,Cold coffee,Beverages,40,14,560,560,True,Cash,False,Mr.,True,Night,False,False,False
345,05-09-2022,2022-09-05,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Monday,Panipuri,Fastfood,20,14,280,280,True,Online,False,Mrs.,True,Night,False,False,False
346,1/31/2023,2023-01-31,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Tuesday,Cold coffee,Beverages,40,12,480,480,True,Cash,False,Mr.,True,Morning,False,False,False
347,6/24/2022,2022-06-24,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Friday,Frankie,Fastfood,50,7,350,350,True,Cash,False,Mrs.,True,Afternoon,False,False,False
348,9/19/2022,2022-09-19,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Monday,Vadapav,Fastfood,20,1,20,20,True,Online,False,Mrs.,True,Midnight,False,False,False
349,8/17/2022,2022-08-17,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Wednesday,Panipuri,Fastfood,20,5,100,100,True,Cash,False,Mrs.,True,Evening,False,False,False
350,9/21/2022,2022-09-21,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Wednesday,Cold coffee,Beverages,40,8,320,320,True,Online,False,Mrs.,True,Morning,False,False,False
351,07-08-2022,2022-08-07,dd-mm-yyyy,2022,2022-08,2022-08-01,Aug 2022,Sunday,Frankie,Fastfood,50,5,250,250,True,Online,False,Mrs.,True,Night,False,False,False
352,5/25/2022,2022-05-25,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Wednesday,Frankie,Fastfood,50,11,550,550,True,Cash,False,Mrs.,True,Night,False,False,False
353,5/18/2022,2022-05-18,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Wednesday,Vadapav,Fastfood,20,4,80,80,True,Online,False,Mrs.,True,Midnight,False,False,False
354,1/16/2023,2023-01-16,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Monday,Panipuri,Fastfood,20,14,280,280,True,Online,False,Mr.,True,Midnight,False,False,False
355,3/15/2023,2023-03-15,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Wednesday,Cold coffee,Beverages,40,4,160,160,True,Online,False,Mr.,True,Midnight,False,False,False
356,5/26/2022,2022-05-26,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Thursday,Sugarcane juice,Beverages,25,14,350,350,True,Cash,False,Mrs.,True,Night,False,False,False
357,9/21/2022,2022-09-21,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Wednesday,Sandwich,Fastfood,60,9,540,540,True,Online,False,Mrs.,True,Afternoon,False,False,False
358,10/27/2022,2022-10-27,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Thursday,Aalopuri,Fastfood,20,6,120,120,True,Cash,False,Mr.,True,Night,False,False,False
359,8/27/2022,2022-08-27,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Saturday,Aalopuri,Fastfood,20,13,260,260,True,Online,False,Mrs.,True,Night,False,False,False
360,10-06-2022,2022-06-10,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Friday,Cold coffee,Beverages,40,2,80,80,True,Online,False,Mrs.,True,Midnight,False,False,False
361,6/30/2022,2022-06-30,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Thursday,Sandwich,Fastfood,60,15,900,900,True,Unknown,True,Mrs.,True,Night,False,False,True
362,12/30/2022,2022-12-30,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Friday,Sugarcane juice,Beverages,25,2,50,50,True,Cash,False,Mr.,True,Morning,False,False,False
363,05-09-2022,2022-09-05,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Monday,Frankie,Fastfood,50,9,450,450,True,Online,False,Mr.,True,Afternoon,False,False,False
364,10-11-2022,2022-11-10,dd-mm-yyyy,2022,2022-11,2022-11-01,Nov 2022,Thursday,Cold coffee,Beverages,40,2,80,80,True,Online,False,Mr.,True,Night,False,False,False
365,07-08-2022,2022-08-07,dd-mm-yyyy,2022,2022-08,2022-08-01,Aug 2022,Sunday,Panipuri,Fastfood,20,10,200,200,True,Online,False,Mr.,True,Night,False,False,False
366,11/30/2022,2022-11-30,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Wednesday,Sugarcane juice,Beverages,25,10,250,250,True,Online,False,Mrs.,True,Afternoon,False,False,False
367,08-10-2022,2022-10-08,dd-mm-yyyy,2022,2022-10,2022-10-01,Oct 2022,Saturday,Panipuri,Fastfood,20,6,120,120,True,Unknown,True,Mr.,True,Afternoon,False,False,True
368,8/31/2022,2022-08-31,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Wednesday,Cold coffee,Beverages,40,2,80,80,True,Cash,False,Mr.,True,Night,False,False,False
369,07-03-2022,2022-03-07,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Monday,Sandwich,Fastfood,60,2,120,120,True,Online,False,Mrs.,True,Evening,False,False,False
370,5/28/2022,2022-05-28,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Saturday,Panipuri,Fastfood,20,5,100,100,True,Unknown,True,Mrs.,True,Midnight,False,False,True
371,10/18/2022,2022-10-18,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Tuesday,Vadapav,Fastfood,20,5,100,100,True,Online,False,Mrs.,True,Night,False,False,False
372,11/19/2022,2022-11-19,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Saturday,Frankie,Fastfood,50,12,600,600,True,Unknown,True,Mr.,True,Morning,False,False,True
373,05-08-2022,2022-08-05,dd-mm-yyyy,2022,2022-08,2022-08-01,Aug 2022,Friday,Sugarcane juice,Beverages,25,12,300,300,True,Cash,False,Mrs.,True,Midnight,False,False,False
374,7/24/2022,2022-07-24,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Sunday,Frankie,Fastfood,50,10,500,500,True,Online,False,Mr.,True,Midnight,False,False,False
375,11/17/2022,2022-11-17,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Thursday,Panipuri,Fastfood,20,13,260,260,True,Cash,False,Mr.,True,Evening,False,False,False
376,12-04-2022,2022-04-12,dd-mm-yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Frankie,Fastfood,50,15,750,750,True,Cash,False,Mr.,True,Midnight,False,False,False
377,5/20/2022,2022-05-20,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Friday,Sugarcane juice,Beverages,25,3,75,75,True,Online,False,Mrs.,True,Evening,False,False,False
378,4/24/2022,2022-04-24,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Sunday,Vadapav,Fastfood,20,2,40,40,True,Cash,False,Mrs.,True,Midnight,False,False,False
379,2/15/2023,2023-02-15,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Wednesday,Cold coffee,Beverages,40,14,560,560,True,Unknown,True,Mr.,True,Afternoon,False,False,True
380,10/20/2022,2022-10-20,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Thursday,Sandwich,Fastfood,60,5,300,300,True,Online,False,Mrs.,True,Afternoon,False,False,False
381,2/26/2023,2023-02-26,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Sunday,Vadapav,Fastfood,20,1,20,20,True,Online,False,Mr.,True,Morning,False,False,False
382,8/16/2022,2022-08-16,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Tuesday,Cold coffee,Beverages,40,9,360,360,True,Cash,False,Mrs.,True,Night,False,False,False
383,05-06-2022,2022-06-05,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Sunday,Aalopuri,Fastfood,20,7,140,140,True,Online,False,Mrs.,True,Morning,False,False,False
384,10/22/2022,2022-10-22,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Saturday,Sugarcane juice,Beverages,25,1,25,25,True,Online,False,Mr.,True,Afternoon,False,False,False
385,4/25/2022,2022-04-25,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Monday,Vadapav,Fastfood,20,5,100,100,True,Cash,False,Mr.,True,Morning,False,False,False
386,11/23/2022,2022-11-23,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Wednesday,Frankie,Fastfood,50,5,250,250,True,Online,False,Mr.,True,Midnight,False,False,False
387,3/17/2023,2023-03-17,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Friday,Sugarcane juice,Beverages,25,14,350,350,True,Cash,False,Mrs.,True,Midnight,False,False,False
388,10-09-2022,2022-09-10,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Saturday,Sandwich,Fastfood,60,14,840,840,True,Cash,False,Mr.,True,Evening,False,False,False
389,12/22/2022,2022-12-22,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Thursday,Sandwich,Fastfood,60,12,720,720,True,Cash,False,Mrs.,True,Evening,False,False,False
390,6/18/2022,2022-06-18,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Saturday,Sugarcane juice,Beverages,25,5,125,125,True,Unknown,True,Mr.,True,Midnight,False,False,True
391,4/21/2022,2022-04-21,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Thursday,Aalopuri,Fastfood,20,1,20,20,True,Online,False,Mrs.,True,Night,False,False,False
392,9/18/2022,2022-09-18,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Sunday,Aalopuri,Fastfood,20,15,300,300,True,Online,False,Mr.,True,Night,False,False,False
393,07-02-2022,2022-02-07,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Monday,Sugarcane juice,Beverages,25,10,250,250,True,Online,False,Mrs.,True,Evening,False,False,False
394,04-03-2022,2022-03-04,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Friday,Sandwich,Fastfood,60,1,60,60,True,Cash,False,Mrs.,True,Morning,False,False,False
395,1/31/2023,2023-01-31,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Tuesday,Sandwich,Fastfood,60,3,180,180,True,Cash,False,Mrs.,True,Evening,False,False,False
396,10/31/2022,2022-10-31,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Monday,Frankie,Fastfood,50,15,750,750,True,Online,False,Mr.,True,Morning,False,False,False
397,07-06-2022,2022-06-07,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Tuesday,Aalopuri,Fastfood,20,2,40,40,True,Online,False,Mrs.,True,Afternoon,False,False,False
398,1/13/2023,2023-01-13,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Friday,Panipuri,Fastfood,20,6,120,120,True,Online,False,Mr.,True,Evening,False,False,False
399,6/24/2022,2022-06-24,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Friday,Panipuri,Fastfood,20,9,180,180,True,Cash,False,Mrs.,True,Evening,False,False,False
400,03-04-2023,2023-04-03,dd-mm-yyyy,2023,2023-04,2023-04-01,Apr 2023,Monday,Cold coffee,Beverages,40,15,600,600,True,Cash,False,Mrs.,True,Morning,False,False,False
401,10-11-2022,2022-11-10,dd-mm-yyyy,2022,2022-11,2022-11-01,Nov 2022,Thursday,Sugarcane juice,Beverages,25,8,200,200,True,Online,False,Mrs.,True,Midnight,False,False,False
402,3/19/2023,2023-03-19,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Sunday,Frankie,Fastfood,50,7,350,350,True,Cash,False,Mr.,True,Night,False,False,False
403,9/25/2022,2022-09-25,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Sunday,Cold coffee,Beverages,40,3,120,120,True,Online,False,Mrs.,True,Midnight,False,False,False
404,11/26/2022,2022-11-26,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Saturday,Frankie,Fastfood,50,7,350,350,True,Cash,False,Mrs.,True,Midnight,False,False,False
405,12/13/2022,2022-12-13,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Tuesday,Sugarcane juice,Beverages,25,10,250,250,True,Cash,False,Mr.,True,Night,False,False,False
406,10/13/2022,2022-10-13,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Thursday,Cold coffee,Beverages,40,4,160,160,True,Online,False,Mrs.,True,Afternoon,False,False,False
407,01-02-2023,2023-02-01,dd-mm-yyyy,2023,2023-02,2023-02-01,Feb 2023,Wednesday,Sugarcane juice,Beverages,25,2,50,50,True,Cash,False,Mr.,True,Evening,False,False,False
408,10-05-2022,2022-05-10,dd-mm-yyyy,2022,2022-05,2022-05-01,May 2022,Tuesday,Vadapav,Fastfood,20,4,80,80,True,Online,False,Mr.,True,Midnight,False,False,False
409,9/15/2022,2022-09-15,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Thursday,Aalopuri,Fastfood,20,9,180,180,True,Cash,False,Mrs.,True,Morning,False,False,False
410,11/23/2022,2022-11-23,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Wednesday,Aalopuri,Fastfood,20,15,300,300,True,Online,False,Mr.,True,Afternoon,False,False,False
411,11/20/2022,2022-11-20,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Sunday,Panipuri,Fastfood,20,12,240,240,True,Cash,False,Mr.,True,Afternoon,False,False,False
412,03-09-2023,2023-09-03,dd-mm-yyyy,2023,2023-09,2023-09-01,Sep 2023,Sunday,Sugarcane juice,Beverages,25,14,350,350,True,Unknown,True,Mr.,True,Afternoon,False,False,True
413,04-03-2022,2022-03-04,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Friday,Aalopuri,Fastfood,20,10,200,200,True,Online,False,Mrs.,True,Midnight,False,False,False
